id,word_count,action_time_mean,action_time_max,action_time_total,action_time_50,event_count,moves,paste_count,nonproduction_count,input_count,remove_cut_count,replace_count,nochange_count,capslock_count,paragraph_count,space_count,question_count,exclamation_count,sub_texts_count,amount_back_track,mean_back_track,max_back_track,median_back_track,one_back_track,score
7966d52a,204,40.427616050354054,523,205534,0.0,5084,0,0,3550,1333,201,0,3550,0,6,355,0,0,1,201,1.0,1,1,201,3.0
79706890,323,109.18464858199754,502,354195,125.0,3244,0,0,572,2162,510,0,572,0,10,402,1,0,0,564,5.452127659574468,961,1,556,4.0
79749297,238,77.09697601668405,473,147872,61.0,1918,0,0,105,1590,223,0,105,0,5,271,0,0,0,253,1.0,1,1,253,2.5
7992872a,246,82.87199273717658,515,182567,81.0,2203,0,0,174,1736,293,0,174,0,8,303,3,1,0,345,5.907246376811594,806,1,339,3.5
79bcc2de,218,110.55809641532757,480,178883,110.0,1618,0,0,56,1412,150,0,56,14,10,235,0,1,1,155,9.4,1238,1,150,2.5
79e96d1d,254,109.09390862944163,1824,257898,112.0,2364,0,1,260,1828,274,1,260,0,5,300,0,0,3,286,11.083916083916083,1144,68,272,4.5
79ee2112,111,117.46289424860854,2776,126625,108.0,1078,2,2,62,914,95,3,62,0,4,151,0,0,0,115,20.417391304347827,495,1,93,3.0
79f540d1,638,111.54904728299223,519,632260,111.0,5668,0,0,710,4397,549,12,710,0,8,793,1,0,0,764,31.845549738219894,3024,12,573,4.0
79f66976,381,121.4836494440811,494,371497,122.0,3058,0,0,58,2673,327,0,58,0,6,442,0,0,0,338,9.301775147928995,1371,1,327,5.0
79fff502,313,114.071400549235,30507,290768,100.0,2549,0,0,498,1892,158,1,498,0,8,358,7,0,2,173,15.578034682080926,1336,1,166,3.5
7a17e218,452,80.18839991888055,2642,395409,85.0,4931,0,1,791,3455,680,4,791,0,9,590,3,0,0,734,10.873297002724795,2228,1,711,3.0
7a1fa8a8,390,55.06381118881119,492,125986,53.0,2288,0,2,51,2166,69,0,51,0,6,416,0,0,0,81,30.14814814814815,1292,1,69,3.5
7a4d1680,417,120.73845212603243,602,394694,123.0,3269,0,0,86,2781,402,0,86,0,4,521,1,0,0,408,11.323529411764707,1769,1,402,4.0
7a5402f9,203,123.48947684906796,2208,205363,120.0,1663,1,0,60,1477,123,2,60,0,7,232,0,0,0,139,13.848920863309353,1005,1,127,3.0
7a69dc57,452,143.26011730205278,888,488517,148.0,3410,0,0,133,2910,367,0,133,0,6,550,1,0,0,385,17.581818181818182,1662,1,367,3.5
7a8eb928,427,114.4763025210084,8941,340567,102.0,2975,0,3,102,2606,264,0,102,0,7,493,2,0,4,293,49.96245733788396,2346,1,279,4.0
7ad93a2e,426,112.64625599409811,980,305384,111.0,2711,0,0,110,2467,130,4,110,0,6,458,0,0,0,151,67.1456953642384,2147,1,130,4.5
7af8d365,332,110.27306967984934,31498,292775,86.0,2655,0,0,116,2274,261,4,116,0,8,429,4,0,4,276,9.181159420289855,734,1,252,4.0
7b099747,830,107.68730779983227,768,770395,112.0,7154,0,0,92,6149,912,1,92,0,4,1010,2,0,0,924,5.3647186147186146,1958,1,913,5.5
7b1c6fc7,301,75.93485617597293,501,179510,70.0,2364,0,0,19,2065,280,0,19,2,6,363,0,0,0,287,8.94773519163763,984,1,282,1.5
7b3dc2f8,376,105.29659395331038,1199,275140,104.0,2613,0,0,70,2361,182,0,70,0,5,402,1,0,1,195,16.097435897435897,1039,1,184,4.0
7b4bf487,359,118.20814923907707,2294,481580,114.0,4074,1,0,82,3093,897,1,82,0,9,546,2,0,0,915,3.7158469945355193,719,1,896,4.0
7b6d6bb4,729,83.68201577845757,1295,519749,83.0,6211,0,0,215,5136,856,4,215,0,14,873,0,0,1,874,5.438215102974828,2776,1,856,4.0
7b81babb,746,150.43939976914197,63374,781984,132.0,5198,0,0,122,4681,394,1,122,0,9,866,2,0,0,401,11.16708229426434,3557,1,395,4.5
7b8d98bd,369,60.67977528089887,2378,410438,53.0,6764,0,1,4887,1807,69,0,4887,0,4,332,0,1,0,2353,5.616234594135147,1423,1,2237,5.0
7b950047,452,98.31562974203338,2061,388740,97.0,3954,0,0,142,3373,430,9,142,0,6,608,0,0,1,452,10.95796460176991,1563,1,429,4.0
7b9c67dd,262,72.91466922339406,722,304200,50.0,4172,0,0,2213,1824,122,13,2213,0,16,303,0,0,0,681,42.68575624082232,532,39,240,3.5
7ba082b4,722,118.19852786540484,511,562034,124.0,4755,0,0,194,4253,308,0,194,0,15,786,23,0,2,310,1.0064516129032257,2,1,308,6.0
7bb736ae,246,142.85532746823068,1188,292282,135.0,2046,0,0,22,1809,215,0,22,0,9,307,0,0,0,216,3.0925925925925926,210,1,213,2.5
7bc81b84,478,89.82746331236898,1996,428477,81.0,4770,0,0,79,4174,506,11,79,0,4,655,0,0,0,524,3.650763358778626,545,1,503,4.5
7be4f0ec,249,115.00304136253041,269,189065,116.0,1644,0,0,54,1509,81,0,54,0,9,255,1,0,0,81,1.0,1,1,81,3.5
7bf0df3f,520,89.34427586206897,500,323873,88.0,3625,0,0,41,3302,282,0,41,0,10,563,0,0,0,288,13.659722222222221,1392,1,283,4.5
7c0c1b5f,224,92.53627760252365,564,146670,85.0,1585,0,0,28,1450,106,1,28,4,8,260,0,0,0,115,3.0,149,1,107,1.5
7c199fb1,423,94.59785964190162,2197,459651,96.0,4859,0,0,184,3599,1073,3,184,0,9,648,1,0,0,1089,4.141414141414141,2098,1,1074,4.0
7c29b41e,227,82.68045112781955,6144,263916,85.0,3192,0,0,611,2068,509,4,611,3,6,340,0,0,2,528,4.59469696969697,1154,1,507,4.0
7c2af42c,283,106.46433990895297,322,210480,108.0,1977,0,0,55,1756,165,1,55,0,8,306,0,3,0,172,1.8953488372093024,88,1,169,3.5
7c6fb927,401,111.45741496598639,506,409606,117.0,3675,0,0,150,2962,563,0,150,0,6,498,2,0,0,631,2.416798732171157,322,1,624,4.5
7c793f53,369,67.75874202771058,6149,308099,56.0,4547,0,0,147,3573,819,8,147,0,7,633,0,0,1,771,11.591439688715953,1595,1,735,5.0
7c9dbe4b,610,89.15105233749301,1849,478652,81.0,5369,0,0,182,4697,480,10,182,0,24,799,0,0,1,538,30.8364312267658,1921,1,480,4.5
7c9f0b7c,472,86.68401380103508,1461,301487,80.0,3478,0,0,408,2905,157,8,408,72,7,490,3,0,3,237,38.36708860759494,2192,1,207,4.0
7d0a6bd7,330,143.35666549419628,3707,407563,154.0,2843,0,0,125,2321,397,0,125,4,6,371,2,0,0,411,9.980535279805352,769,1,398,4.0
7d2a1b67,580,113.32080995364723,1439,464502,112.0,4099,0,0,98,3862,136,3,98,0,12,620,4,0,1,153,66.16339869281046,2835,1,137,4.5
7d9f3b3d,443,90.97114861186718,1058,334228,94.0,3674,0,0,278,2956,440,0,278,0,10,505,5,0,0,456,6.5394736842105265,2378,1,452,5.0
7de7c09f,357,109.35474404955983,6033,335391,103.0,3067,0,0,151,2546,367,3,151,0,10,487,0,0,0,400,9.225,1295,1,372,4.5
7dff0acd,201,100.17604617604617,1309,138844,97.0,1386,0,0,168,1098,120,0,168,4,3,232,0,0,0,195,6.174358974358975,662,1,192,2.0
7e17c4f0,226,91.06379100850546,567,149891,91.0,1646,0,0,54,1536,56,0,54,0,2,442,0,0,0,61,8.524590163934427,205,1,56,2.5
7e1f014d,310,87.88331756543677,512,278678,81.0,3171,0,0,64,2504,603,0,64,0,6,432,0,0,0,610,4.860655737704918,854,1,603,4.5
7e3030a4,421,131.38531618435155,1023,490330,131.5,3732,0,0,154,3003,575,0,154,0,8,549,0,0,1,600,5.321666666666666,1688,1,586,4.5
7e3237fa,351,127.54362858083636,727,387350,127.0,3037,0,0,503,2441,89,4,503,0,12,408,0,0,0,155,26.096774193548388,2001,1,96,5.0
7e6cde77,200,92.40900443880787,668,145729,90.0,1577,0,0,33,1338,206,0,33,0,2,303,0,0,0,207,2.7004830917874396,332,1,205,1.5
7e944bd0,203,131.1397489539749,961,156712,124.0,1195,0,0,28,1150,16,1,28,0,0,203,0,0,0,16,1.0,1,1,16,1.5
7eac4ad6,275,126.60914403575111,8433,368306,104.0,2909,0,0,192,2276,427,14,192,0,6,378,0,0,0,497,16.462776659959758,1213,1,423,3.5
7f0406a6,200,134.78212290502793,312,193008,125.0,1432,0,0,29,1306,97,0,29,0,0,215,0,0,0,100,1.0,1,1,100,2.5
7f1703d0,528,113.0237651444548,503,485098,112.0,4292,0,1,99,3717,475,0,99,0,6,640,1,0,0,490,18.773469387755103,2742,1,476,3.5
7f485095,705,108.43821886296418,4326,659955,103.0,6086,0,1,63,5087,935,0,63,40,4,1015,0,0,5,940,1.504255319148936,185,1,932,4.0
7f4ac329,536,103.34345149649756,1779,486851,100.0,4711,0,0,90,3853,768,0,90,0,8,683,0,16,2,770,4.414285714285715,2371,1,768,4.5
7f5ca0a9,235,129.81741741741743,501,216146,129.0,1665,0,0,51,1456,158,0,51,0,4,268,0,0,0,162,11.5,1106,1,158,3.5
7f84e67b,445,79.88512376832492,1537,332402,82.0,4161,0,0,757,2992,411,1,757,0,6,533,0,0,0,516,11.734496124031008,2061,1,493,4.0
7fb70c6f,277,115.51347615756738,1356,334296,124.0,2894,0,0,750,1866,275,3,750,0,4,334,1,0,0,516,22.728682170542637,1321,1,469,4.0
7ff74c9d,510,94.41764705882353,1042,337071,90.0,3570,0,0,68,3285,216,1,68,0,5,582,0,0,1,226,24.469026548672566,2522,1,216,5.0
80204e4f,631,101.38188727042431,1044,480246,96.0,4737,0,0,347,3952,437,1,347,0,2,738,6,1,0,508,10.663385826771654,2498,1,493,4.0
8028b942,266,71.76217639315489,509,163546,67.0,2279,0,0,376,1759,144,0,376,0,3,330,0,0,0,377,6.137931034482759,1459,1,365,3.5
80567e1e,202,116.7987721691678,518,171227,109.0,1466,0,0,100,1305,61,0,100,48,3,219,0,0,0,74,14.756756756756756,555,1,61,3.0
807c822a,802,77.64360902255639,1636,671229,78.0,8645,0,0,1651,5989,994,11,1651,0,8,988,0,0,0,1120,11.433928571428572,2940,1,987,4.5
808abe75,436,100.48743232791956,1580,519721,93.0,5172,0,1,215,3908,1039,9,215,0,16,605,0,0,0,1086,12.181399631675875,2076,1,1031,5.5
80c8e829,248,75.64995640802093,549,173541,74.0,2294,0,0,857,1354,83,0,857,0,8,266,0,0,0,511,10.13894324853229,868,1,464,3.0
811373e1,429,115.57413167444271,2072,445885,115.0,3858,0,0,60,3284,514,0,60,0,6,531,0,0,1,522,8.96743295019157,1767,1,513,4.5
81264ebf,500,112.11578372474058,1280,410568,107.0,3662,0,0,135,3240,287,0,135,42,12,593,1,0,0,306,3.4836601307189543,375,1,287,3.5
8159527a,307,142.39674868189806,3424,324095,136.0,2276,0,0,47,1971,257,1,47,0,4,358,0,0,0,267,11.861423220973784,1306,1,258,3.5
817c9789,430,79.81970649895179,502,304592,79.0,3816,0,0,160,3160,496,0,160,0,11,511,0,0,0,500,1.136,69,1,499,3.5
81a74596,371,115.12251392203659,81745,289418,78.0,2514,0,0,72,2323,118,1,72,0,6,400,1,0,0,122,21.262295081967213,1639,1,92,3.5
81a86064,253,87.25943485681775,2057,460119,81.0,5273,0,0,475,3142,1654,2,475,0,10,605,0,0,3,1741,1.2228604250430788,160,1,1732,3.5
81bc89d3,693,90.49290780141844,515,535899,88.0,5922,0,0,128,4897,897,0,128,0,17,848,1,0,1,905,5.311602209944751,2461,1,897,5.5
81ccdcfd,435,77.25485188968335,1365,302530,77.0,3916,0,1,278,3049,582,6,278,0,6,566,2,0,0,601,11.289517470881863,2086,1,580,4.5
81cee31b,217,125.259009009009,1065,222460,128.0,1776,0,0,48,1564,164,0,48,0,7,293,0,0,0,180,56.638888888888886,1297,1,165,3.0
81f5c2d4,717,118.21877098723976,1936,704111,121.0,5956,0,0,402,4977,575,2,402,0,6,819,9,0,0,583,2.7221269296740993,401,1,574,4.0
8204c891,201,113.03021582733813,1775,157112,107.0,1390,0,0,13,1303,74,0,13,2,0,215,0,0,0,76,12.25,686,1,74,3.0
820bcf42,424,93.60257159555815,725,320308,94.0,3422,0,0,253,2812,357,0,253,0,6,487,1,3,0,405,27.118518518518517,1683,1,359,3.0
82496b31,437,103.34485190409026,891,586172,115.0,5672,0,1,962,3847,861,1,962,0,12,625,1,0,5,871,1.7933409873708381,217,1,862,5.5
824be298,291,93.91925900034953,1281,268703,91.0,2861,0,0,96,2191,574,0,96,0,9,374,0,0,0,590,9.905084745762712,1048,1,570,3.0
824f263a,513,79.44870547011875,2921,408128,73.0,5137,0,1,256,3812,1062,6,256,102,8,703,2,0,0,1115,15.4,1998,1,1066,4.5
8253f526,466,90.0650759219089,5699,373680,85.0,4149,0,0,235,3406,505,3,235,0,5,584,3,0,0,621,9.505636070853463,2505,1,598,4.5
8268b1e9,492,111.49015795868773,10936,458782,102.0,4115,0,0,84,3412,619,0,84,0,11,583,3,0,1,626,6.876996805111821,2433,1,619,4.0
827b7d94,438,98.31714368314542,2465,340079,94.0,3459,0,2,81,2904,472,0,81,0,9,543,3,2,3,476,1.3046218487394958,77,1,473,4.5
828b9335,657,84.0471063257066,508,437129,82.0,5201,0,0,349,4564,285,3,349,0,5,733,1,0,0,319,6.843260188087775,649,1,304,5.0
82940d15,382,126.06330501507263,1728,460005,120.0,3649,0,0,168,2935,539,7,168,0,9,505,0,0,0,585,17.49230769230769,1622,1,542,4.0
8294f230,213,77.5764163372859,214,117761,74.0,1518,0,1,89,1384,44,0,89,32,5,218,1,0,0,69,42.55072463768116,965,1,57,1.0
829523e8,301,94.46370121695342,501,225107,109.0,2383,0,0,335,1817,231,0,335,0,8,339,1,0,0,235,8.051063829787234,913,1,231,3.0
83184f73,205,128.7002487562189,1467,206950,125.0,1608,0,0,132,1305,171,0,132,0,4,248,0,0,1,211,8.834123222748815,474,1,197,3.5
831d0606,287,145.27276805742486,620,323813,146.0,2229,0,0,69,1940,220,0,69,0,8,356,0,0,0,223,1.452914798206278,65,1,221,3.5
831f7758,235,108.40460526315789,3201,395460,110.0,3648,0,0,749,2220,678,1,749,0,7,344,0,0,0,911,4.935236004390779,1110,1,892,4.0
8325eeb2,400,66.35819521178637,501,504455,33.0,7602,0,0,4495,2775,325,7,4495,0,4,445,0,0,0,1578,16.423954372623573,857,1,1338,4.5
83588b63,226,113.99559039686429,3814,232665,92.0,2041,0,0,113,1760,136,32,113,0,8,307,3,0,0,182,17.554945054945055,1000,31,122,3.5
835c845d,213,137.58206761391475,4845,280805,139.0,2041,0,0,261,1570,210,0,261,4,2,266,0,0,0,273,26.582417582417584,795,1,246,2.5
8385a336,548,142.41666666666666,1998,560552,143.0,3936,0,1,114,3418,402,1,114,0,11,622,0,0,0,413,10.648910411622277,1337,1,402,5.0
8387640c,300,142.986531986532,7226,339736,143.0,2376,0,0,239,1993,144,0,239,0,8,325,0,0,1,148,18.7972972972973,1276,1,144,3.5
8389a706,387,70.5837252095686,4042,345225,89.0,4891,0,0,1939,2536,416,0,1939,2,11,458,0,0,0,536,4.520522388059701,1235,1,533,2.5
8389bb25,258,102.78866432337433,837,233947,99.0,2276,0,3,158,1953,154,8,158,0,12,286,3,1,0,198,39.24242424242424,1229,5,163,4.0
83977519,390,128.25905463474524,504,417868,127.0,3258,0,0,71,2703,481,3,71,0,12,471,0,0,1,468,5.97008547008547,1869,1,456,4.0
83ad0a4b,529,135.75629759812537,2399,463472,135.0,3414,0,1,104,3079,230,0,104,0,10,573,0,2,1,237,31.742616033755276,2331,1,229,3.5
83b04f27,1071,125.07724292339677,9310,782108,118.0,6253,0,0,134,5900,219,0,134,0,8,1139,4,0,0,236,39.25847457627118,1243,1,222,3.5
83b16bab,629,107.45488946425014,7858,539531,105.0,5021,0,1,488,4121,411,0,488,0,10,677,4,0,0,582,18.676975945017183,2009,1,522,5.5
83b171ba,601,93.76848208738869,1135,452808,90.0,4829,0,0,150,4268,410,1,150,0,13,669,0,0,2,416,2.6274038461538463,444,1,411,5.0
83b2b54f,278,100.25784966698383,2020,210742,91.0,2102,0,0,97,1815,177,13,97,2,11,311,1,0,0,202,13.301980198019802,1357,1,185,4.5
8404b53a,265,95.90832834032355,719,160071,84.0,1669,0,0,98,1516,55,0,98,0,6,302,0,0,0,60,5.283333333333333,157,1,52,1.5
840c0b4c,260,127.79468942626838,513,269519,127.0,2109,0,0,88,1686,335,0,88,28,6,321,1,0,0,346,3.0491329479768785,541,1,340,3.5
84183990,354,78.37330827067669,446,208473,80.0,2660,0,0,296,2137,227,0,296,0,5,399,4,3,0,238,9.546218487394958,1729,1,233,3.5
84221545,798,115.7881173944166,3791,808780,115.0,6985,0,0,316,5600,1065,4,316,2,12,967,5,0,0,1099,7.813466787989081,3606,1,1078,5.5
842d59a3,1141,141.7056683843589,6206,934974,143.0,6598,0,0,93,6215,290,0,93,0,25,1194,0,0,0,291,2.5635738831615122,456,1,290,5.5
844e1ce7,240,97.65161775771257,1708,259558,84.0,2658,0,0,565,1742,349,2,565,0,8,335,0,0,0,570,15.926315789473684,969,1,506,4.0
8455fb45,414,124.60781041388518,1069,373325,136.0,2996,0,0,374,2413,209,0,374,0,4,455,0,0,0,225,11.697777777777778,1679,1,212,3.5
845cce85,263,140.2055507372073,4639,323314,125.0,2306,0,1,207,1907,174,17,207,0,7,334,0,0,0,207,19.314009661835748,1192,1,180,2.0
846d9750,211,111.09954751131222,514,147318,105.0,1326,0,0,43,1248,35,0,43,4,5,215,0,0,2,36,2.8055555555555554,66,1,35,3.5
8492481c,297,74.82700135685211,1592,220590,75.0,2948,0,0,162,2217,568,1,162,0,6,411,1,0,0,615,1.1723577235772358,77,1,612,2.0
84957285,520,95.051026957638,3253,592358,94.0,6232,0,0,134,5316,781,1,134,0,29,980,1,0,3,788,8.152284263959391,2257,1,777,2.5
84965efe,547,126.08262755629002,525,610366,129.0,4841,0,0,142,3998,701,0,142,0,8,644,0,0,0,707,7.425742574257426,1793,1,701,5.5
84c3dd82,209,73.44252491694353,2069,110531,66.0,1505,0,0,72,1343,89,1,72,2,5,233,0,0,0,114,24.43859649122807,1023,1,104,2.0
84da500a,280,82.24285714285715,1873,155439,79.0,1890,0,0,40,1775,74,1,40,0,9,308,0,0,0,76,7.2368421052631575,370,1,74,4.0
84e444cd,778,74.85368151837395,505,556088,75.0,7429,0,0,1531,5255,643,0,1531,0,4,930,0,0,0,1256,19.668789808917197,154,1,1080,5.0
85003a37,381,106.82332707942464,1830,341621,113.0,3198,1,0,396,2565,232,4,396,0,4,451,0,0,0,239,13.832635983263598,1620,1,208,4.0
85133702,399,80.59494611668525,526,216881,78.0,2691,0,0,162,2362,167,0,162,14,8,433,0,0,0,218,6.944954128440367,831,1,213,3.0
852aa24b,227,97.46466700559228,2547,191713,93.0,1967,0,0,160,1626,181,0,160,1,8,254,0,0,1,194,11.335051546391753,1200,1,189,3.0
852fc430,268,110.7251655629139,1366,300951,106.0,2718,0,0,58,2304,356,0,58,0,10,372,0,0,0,360,9.566666666666666,1529,1,346,3.5
853a8fab,327,75.99603524229074,509,172511,74.0,2270,0,0,114,2004,152,0,114,46,6,502,0,0,0,173,1.8208092485549132,92,1,171,3.5
857db4b3,653,117.42647898040708,2285,617311,115.0,5257,0,0,95,4528,630,4,95,0,10,767,2,0,1,639,4.530516431924883,1651,1,629,5.0
8581a825,518,102.44250614250615,1750,416941,109.0,4070,0,0,668,3295,104,3,668,2,3,739,1,0,0,115,39.3304347826087,2990,1,103,3.5
8581c428,606,57.23941773606589,1508,298847,59.0,5221,0,0,558,4230,433,0,558,0,9,680,0,0,0,523,7.9369024856596555,1521,1,511,5.5
858a7bb6,443,89.34265569917744,1010,380153,83.0,4255,0,0,93,3327,835,0,93,68,10,600,0,0,0,842,1.986935866983373,537,1,835,4.5
859774e5,316,87.33649484536082,1730,211791,86.0,2425,0,0,47,2098,278,2,47,0,7,383,1,0,0,286,3.730769230769231,372,1,279,4.5
85c87a30,292,113.9578073089701,2651,343013,116.0,3010,0,1,224,2278,507,0,224,0,5,486,2,2,0,540,6.148148148148148,1318,1,511,3.5
8626c32b,263,73.31306081754735,501,147066,68.0,2006,0,0,15,1853,138,0,15,0,4,336,0,0,1,143,8.552447552447552,606,1,137,2.5
862a9560,684,125.77524292353189,507,595420,127.0,4734,0,0,85,4160,489,0,85,0,8,769,0,0,0,497,14.002012072434608,1807,1,489,5.5
863dc6f9,459,128.44579439252337,514,412311,130.0,3210,0,0,57,2808,345,0,57,0,11,555,3,0,0,349,2.0659025787965617,372,1,347,3.5
864ca8af,199,95.69835596854897,816,133882,70.0,1399,0,0,58,1228,113,0,58,18,13,235,0,0,0,122,1.040983606557377,6,1,121,1.0
865a9203,211,91.16859122401847,515,157904,92.0,1732,0,0,57,1397,278,0,57,0,20,251,0,0,0,283,2.3780918727915195,343,1,278,3.0
869a7835,315,85.7470703125,286,175610,84.0,2048,0,0,97,1842,109,0,97,0,14,337,0,0,0,128,24.109375,1273,1,115,2.5
86c1dce0,372,111.01758682101514,3070,498691,96.0,4492,0,0,81,3924,486,1,81,0,14,469,2,0,0,489,7.96319018404908,1791,1,485,3.5
86ca6cba,276,80.34559535333979,2117,331988,75.0,4132,0,0,292,2918,919,3,292,0,9,524,0,0,0,980,6.807142857142857,1252,1,940,4.5
86e05a78,554,86.51852725985367,3836,366579,79.0,4237,0,0,79,3852,297,9,79,0,10,649,3,0,0,310,26.63225806451613,2387,1,292,4.0
87211b93,508,71.40881333553392,515,432666,80.0,6059,0,0,1645,3586,828,0,1645,0,6,695,4,0,0,947,5.404435058078142,187,1,917,3.5
8732df65,214,126.04042105263157,2316,299346,123.0,2375,0,3,155,1856,353,8,155,0,4,325,0,0,0,394,14.802030456852792,745,1,353,3.5
873e7f98,222,92.07972972972973,1972,136278,83.0,1480,0,0,57,1351,72,0,57,0,8,253,0,0,0,84,9.952380952380953,435,1,73,2.0
874464a1,828,112.30167520420878,4151,811155,106.0,7223,0,0,192,5892,1136,3,192,0,10,1026,0,0,0,1174,16.14054514480409,3454,1,1142,5.5
874e6c1a,266,104.85837950138504,604,302831,104.0,2888,0,0,232,1968,688,0,232,0,3,385,0,0,0,701,4.159771754636234,883,1,689,2.5
875aceae,310,93.47619047619048,358,213967,92.0,2289,0,11,52,2051,175,0,52,0,3,332,0,0,1,180,5.35,576,1,175,3.5
87766dff,208,86.29539415411868,509,194855,100.0,2258,0,0,697,1404,155,2,697,0,4,246,0,0,0,182,22.35164835164835,1027,1,163,2.5
877780f2,203,121.54857737682165,708,350303,121.0,2882,0,0,83,2024,774,1,83,46,7,279,0,0,0,788,5.394670050761421,1239,1,778,3.0
87e2154e,270,95.61601133545874,6993,269924,69.0,2823,0,0,306,2271,230,16,306,0,8,299,0,0,0,285,5.112280701754386,130,1,245,5.0
881c395d,214,89.12444933920705,1389,161850,79.0,1816,0,0,119,1496,201,0,119,20,9,369,0,0,0,233,2.6051502145922747,200,1,222,2.0
888feeaa,291,100.30481980026053,1362,231002,96.0,2303,0,0,60,1983,259,1,60,0,11,327,1,0,1,263,1.961977186311787,106,1,258,4.0
88a4f82a,213,132.86034255599472,1437,201682,135.0,1518,0,0,54,1389,75,0,54,0,9,269,0,0,0,81,16.703703703703702,970,1,75,2.0
88b4e5ea,298,102.17176406335336,1958,374153,93.0,3662,0,1,85,2908,666,2,85,0,5,502,0,0,0,684,10.005847953216374,1284,1,665,4.0
88c152c8,396,76.19755147468003,1653,273854,71.0,3594,0,1,84,3060,445,4,84,0,8,534,0,0,0,463,6.842332613390929,1316,1,443,4.0
88e4475d,220,102.4504918032787,699,156237,99.0,1525,0,0,69,1337,119,0,69,0,2,238,0,0,0,143,1.0,1,1,143,1.0
8908c597,309,136.76882890727035,24332,314158,109.0,2297,0,0,114,1980,203,0,114,0,4,340,0,0,0,214,25.135514018691588,1565,1,203,3.0
89190107,218,94.2045984671776,504,282708,91.0,3001,0,0,175,2084,742,0,175,122,3,334,0,0,2,761,2.590013140604468,433,1,745,3.5
89353044,537,85.81138176331106,6587,398079,79.0,4639,0,0,160,3673,804,2,160,0,5,698,1,0,3,813,2.5252152521525217,522,1,804,4.5
896e987e,233,98.08910891089108,508,178326,99.0,1818,0,0,82,1689,47,0,82,0,8,341,0,0,0,67,96.40298507462687,1225,1,50,3.5
897b3f73,212,120.5911799761621,2944,202352,126.0,1678,0,0,69,1412,196,1,69,0,3,383,0,0,0,207,9.217391304347826,1196,1,197,2.5
898d3ee7,1055,116.35950044603032,1868,782634,119.0,6726,0,0,334,6068,322,2,334,0,18,1152,6,0,2,330,19.881818181818183,4931,1,323,6.0
899852bc,361,101.15116542204119,5153,446987,97.0,4419,0,0,253,3183,977,6,253,0,6,553,1,0,0,929,6.69967707212056,1018,1,884,4.0
89a23b9b,639,117.741059602649,2429,888945,116.0,7550,0,0,161,6305,1083,1,161,0,23,1188,7,13,1,1093,6.55992680695334,2303,1,1081,4.5
89dba3b6,202,152.23101777059773,757,188462,153.0,1238,0,0,13,1145,80,0,13,0,2,228,0,0,0,80,1.0,1,1,80,2.0
89e03572,222,76.01754935756816,732,242572,78.0,3191,0,0,1395,1562,233,1,1395,0,10,276,0,0,1,397,42.87405541561713,1324,1,255,2.5
8a021954,451,135.35186035829122,2039,589322,130.0,4354,0,0,17,3340,997,0,17,12,5,571,0,0,0,998,1.0,1,1,998,1.0
8a1aeb3a,268,107.35888650963598,1468,250683,102.0,2335,0,0,106,1885,344,0,106,0,7,350,0,0,0,385,7.984415584415585,952,1,376,3.0
8a59c454,433,88.32772585669782,1917,567064,85.0,6420,0,0,167,4441,1809,3,167,78,6,760,0,0,2,1840,6.405978260869565,2108,1,1809,4.5
8a8c1ea2,451,103.84184463014546,4636,335513,97.0,3231,0,1,98,2856,271,5,98,0,6,492,1,0,0,291,22.969072164948454,1478,1,271,4.0
8a9500e8,213,138.7212012550426,515,309487,139.0,2231,0,0,391,1511,328,1,391,36,7,271,0,0,1,388,14.015463917525773,618,1,343,3.0
8ac53c4e,208,79.0576923076923,1466,115108,75.0,1456,0,0,42,1384,29,1,42,18,9,265,0,0,0,36,49.916666666666664,1273,421,30,3.0
8ac62347,406,79.82779198635976,3182,280914,73.0,3519,0,0,260,2956,298,5,260,0,5,511,0,0,0,402,86.8731343283582,2048,1,316,3.5
8adb949f,221,128.83376288659792,2090,199950,125.0,1552,1,0,170,1238,143,0,170,0,5,251,0,0,0,204,32.28921568627451,734,1,166,2.5
8aec3af2,444,66.54765708200213,1547,249953,62.0,3756,0,0,119,3085,551,1,119,0,5,549,0,0,3,581,32.647160068846816,2101,1,557,4.5
8b49c436,216,91.40014820303816,505,246689,93.0,2699,0,0,277,1884,537,1,277,0,2,306,0,0,1,619,4.570274636510501,126,1,584,3.5
8b59f324,521,82.25564263322885,3754,524791,99.0,6380,0,0,1882,3764,732,2,1882,0,14,654,1,0,0,740,5.968918918918919,1093,1,732,5.0
8b5a06a2,289,104.96627666896077,3164,457548,104.0,4359,0,0,1452,2417,485,5,1452,0,4,414,0,0,2,651,24.201228878648234,1566,1,536,5.0
8b74c1d4,200,83.80866274179984,2467,199297,70.0,2378,0,0,387,1666,325,0,387,48,23,275,0,0,0,352,5.8835227272727275,224,1,320,2.5
8b880106,294,78.68201058201058,514,297418,73.0,3780,0,0,179,2664,937,0,179,0,8,469,6,0,0,952,3.726890756302521,762,1,937,4.5
8b8f360d,458,118.66221211259597,501,417335,129.0,3517,0,0,76,2827,614,0,76,0,8,465,3,1,0,624,8.490384615384615,1883,1,615,4.0
8bcbe7d7,498,96.68267340634654,514,344287,101.0,3561,0,0,228,3032,301,0,228,0,8,543,0,0,0,302,1.0894039735099337,28,1,301,4.0
8bcd94be,347,58.62540716612378,3180,179980,54.0,3070,0,0,113,2569,388,0,113,0,8,441,0,0,0,405,11.138271604938272,1865,1,386,3.0
